JupiterExpress_OH.EarthMJ2000Eq.X   JupiterExpress_OH.EarthMJ2000Eq.Y   JupiterExpress_OH.EarthMJ2000Eq.Z   JupiterExpress.ElapsedSecs   
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  27795219.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  27881619.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  27968019.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  28054419.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  28140819.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  28227219.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  28313619.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  28400019.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  28486419.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  28572819.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  28659219.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  28745619.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  28832019.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  28918419.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  29004819.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  29091219.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  29177619.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  29264019.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  29350419.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  29436819.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  29523219.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  29609619.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  29696019.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  29782419.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  29868819.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  29955219.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  30041619.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  30128019.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  30214419.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  30300819.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  30387219.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  30473619.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  30560019.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  30646419.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  30732819.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  30819219.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  30905619.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  30992019.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  31078419.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  31164819.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  31251219.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  31337619.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  31424019.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  31510419.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  31596819.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  31683219.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  31769619.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  31856019.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  31942419.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  32028819.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  32115219.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  32201619.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  32288019.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  32374419.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  32460819.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  32547219.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  32633619.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  32720019.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  32806419.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  32892819.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  32979219.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  33065619.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  33152019.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  33238419.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  33324819.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  33411219.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  33497619.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  33584019.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  33670419.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  33756819.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  33843219.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  33929619.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  34016019.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  34102419.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  34188819.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  34275219.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  34361619.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  34448019.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  34534419.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  34620819.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  34707219.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  34793619.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  34880019.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  34966419.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  35052819.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  35139219.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  35225619.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  35312019.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  35398419.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  35484819.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  35571219.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  35657619.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  35744019.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  35830419.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  35916819.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  36003219.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  36089619.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  36176019.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  36262419.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  36348819.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  36435219.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  36521619.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  36608019.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  36694419.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  36780819.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  36867219.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  36953619.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  37040019.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  37126419.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  37212819.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  37299219.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  37385619.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  37472019.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  37558419.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  37644819.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  37731219.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  37817619.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  37904019.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  37990419.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  38076819.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  38163219.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  38249619.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  38336019.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  38422419.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  38508819.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  38595219.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  38681619.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  38768019.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  38854419.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  38940819.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  39027219.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  39113619.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  39200019.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  39286419.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  39372819.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  39459219.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  39545619.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  39632019.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  39718419.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  39804819.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  39891219.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  39977619.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  40064019.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  40150419.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  40236819.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  40323219.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  40409619.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  40496019.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  40582419.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  40668819.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  40755219.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  40841619.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  40928019.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  41014419.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  41100819.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  41187219.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  41273619.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  41360019.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  41446419.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  41532819.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  41619219.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  41705619.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  41792019.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  41878419.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  41964819.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  42051219.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  42137619.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  42224019.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  42310419.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  42396819.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  42483219.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  42569619.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  42656019.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  42742419.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  42828819.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  42915219.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  43001619.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  43088019.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  43174419.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  43260819.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  43347219.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  43433619.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  43520019.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  43606419.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  43692819.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  43779219.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  43865619.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  43952019.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  44038419.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  44124819.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  44211219.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  44297619.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  44384019.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  44470419.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  44556819.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  44643219.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  44729619.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  44816019.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  44902419.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  44988819.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  45075219.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  45161619.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  45248019.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  45334419.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  45420819.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  45507219.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  45593619.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  45680019.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  45766419.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  45852819.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  45939219.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  46025619.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  46112019.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  46198419.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  46284819.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  46371219.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  46457619.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  46544019.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  46630419.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  46716819.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  46803219.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  46889619.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  46976019.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  47062419.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  47148819.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  47235219.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  47321619.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  47408019.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  47494419.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  47580819.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  47667219.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  47753619.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  47840019.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  47926419.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  48012819.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  48099219.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  48185619.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  48272019.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  48358419.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  48444819.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  48531219.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  48617619.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  48704019.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  48790419.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  48876819.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  48963219.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  49049619.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  49136019.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  49222419.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  49308819.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  49395219.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  49481619.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  49568019.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  49654419.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  49740819.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  49827219.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  49913619.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  50000019.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  50086419.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  50172819.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  50259219.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  50345619.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  50432019.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  50518419.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  50604819.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  50691219.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  50777619.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  50864019.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  50950419.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  51036819.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  51123219.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  51209619.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  51296019.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  51382419.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  51468819.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  51555219.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  51641619.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  51728019.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  51814419.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  51900819.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  51987219.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  52073619.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  52160019.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  52246419.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  52332819.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  52419219.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  52505619.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  52592019.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  52678419.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  52764819.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  52851219.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  52937619.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  53024019.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  53110419.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  53196819.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  53283219.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  53369619.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  53456019.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  53542419.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  53628819.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  53715219.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  53801619.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  53888019.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  53974419.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  54060819.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  54147219.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  54233619.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  54320019.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  54406419.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  54492819.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  54579219.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  54665619.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  54752019.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  54838419.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  54924819.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  55011219.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  55097619.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  55184019.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  55270419.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  55356819.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  55443219.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  55529619.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  55616019.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  55702419.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  55788819.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  55875219.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  55961619.46129217            
