JupiterExpress_OH.EarthMJ2000Eq.X   JupiterExpress_OH.EarthMJ2000Eq.Y   JupiterExpress_OH.EarthMJ2000Eq.Z   JupiterExpress.ElapsedSecs   
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  16390419.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  16476819.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  16563219.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  16649619.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  16736019.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  16822419.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  16908819.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  16995219.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  17081619.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  17168019.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  17254419.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  17340819.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  17427219.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  17513619.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  17600019.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  17686419.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  17772819.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  17859219.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  17945619.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  18032019.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  18118419.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  18204819.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  18291219.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  18377619.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  18464019.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  18550419.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  18636819.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  18723219.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  18809619.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  18896019.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  18982419.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  19068819.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  19155219.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  19241619.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  19328019.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  19414419.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  19500819.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  19587219.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  19673619.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  19760019.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  19846419.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  19932819.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  20019219.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  20105619.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  20192019.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  20278419.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  20364819.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  20451219.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  20537619.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  20624019.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  20710419.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  20796819.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  20883219.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  20969619.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  21056019.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  21142419.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  21228819.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  21315219.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  21401619.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  21488019.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  21574419.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  21660819.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  21747219.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  21833619.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  21920019.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  22006419.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  22092819.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  22179219.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  22265619.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  22352019.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  22438419.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  22524819.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  22611219.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  22697619.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  22784019.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  22870419.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  22956819.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  23043219.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  23129619.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  23216019.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  23302419.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  23388819.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  23475219.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  23561619.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  23648019.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  23734419.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  23820819.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  23907219.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  23993619.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  24080019.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  24166419.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  24252819.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  24339219.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  24425619.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  24512019.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  24598419.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  24684819.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  24771219.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  24857619.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  24944019.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  25030419.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  25116819.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  25203219.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  25289619.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  25376019.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  25462419.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  25548819.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  25635219.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  25721619.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  25808019.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  25894419.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  25980819.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  26067219.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  26153619.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  26240019.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  26326419.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  26412819.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  26499219.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  26585619.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  26672019.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  26758419.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  26844819.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  26931219.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  27017619.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  27104019.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  27190419.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  27276819.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  27363219.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  27449619.46129217            
-1019.860567583679                  -6850.100901500838                  -1118.721550712235                  27536019.46129217            
