JupiterExpress.SunICRF.X   JupiterExpress.SunICRF.Y   JupiterExpress.SunICRF.Z   JupiterExpress.ElapsedDays   
-208479204.7415649         -263978990.0583781         -114415813.5084637         181.7039289501408            
-208074288.3445652         -265651710.0065744         -115140878.8843744         182.7039289501408            
-207664823.9441091         -267318623.4648927         -115863427.389457          183.7039289501408            
-207250867.4392246         -268979754.4902886         -116583469.5469492         184.7039289501408            
-206832473.9013554         -270635127.0464549         -117301015.9040411         185.7039289501408            
-206409697.640796          -272284765.019756          -118016076.8962061         186.7039289501408            
-205982592.234917          -273928692.2331738         -118728662.7867045         187.7039289501408            
-205551210.4509945         -275566932.4890993         -119438783.7218572         188.7039289501408            
-205115604.2758862         -277199509.5032653         -120146449.84729           189.7039289501408            
-204675824.9233968         -278826446.8682851         -120851671.3949267         190.7039289501408            
-204231922.8752358         -280447768.0359212         -121554458.669774          191.7039289501408            
-203783947.8912327         -282063496.360944          -122254821.9480058         192.7039289501408            
-203331948.9826298         -283673655.1722394         -122952771.3729084         193.7039289501408            
-202875974.5106095         -285278267.7172019         -123648316.9345106         194.7039289501408            
-202416072.1670261         -286877357.1515152         -124341468.5428713         195.7039289501408            
-201952289.0103497         -288470946.4805448         -125032236.1212099         196.7039289501408            
-201484671.3732181         -290059058.6166464         -125720629.6390291         197.7039289501408            
-201013264.8983182         -291641716.3694376         -126406659.0878793         198.7039289501408            
-200538114.62724           -293218942.4071231         -127090334.4421385         199.7039289501408            
-200059264.9648716         -294790759.3146312         -127771665.5969366         200.7039289501408            
-199576759.7125797         -296357189.6205399         -128450662.2676633         201.7039289501408            
-199090642.0802682         -297918255.8127803         -129127333.9494385         202.7039289501408            
-198600954.6275448         -299473980.3281238         -129801690.0455066         203.7039289501408            
-198107739.3567008         -301024385.4047046         -130473740.076142          204.7039289501408            
-197611037.7008844         -302569493.0592114         -131143493.7635716         205.7039289501408            
-197110890.5187711         -304109325.1468284         -131810960.9146122         206.7039289501408            
-196607338.0649293         -305643903.4713522         -132476151.2224714         207.7039289501408            
-196100420.044403          -307173249.8116423         -133139074.1348114         208.7039289501408            
-195590175.6992667         -308697385.8679748         -133799738.8628505         209.7039289501408            
-195076643.7617547         -310216333.237577          -134458154.5217118         210.7039289501408            
-194559862.4399475         -311730113.3555678         -135114330.2998287         211.7039289501408            
-194039869.3841285         -313238747.4952422         -135768275.5174383         212.7039289501408            
-193516701.6827617         -314742256.8180922         -136419999.5254998         213.7039289501408            
-192990395.9615341         -316240662.3852371         -137069511.5477141         214.7039289501408            
-192460988.3783349         -317733985.1931935         -137716820.6175011         215.7039289501408            
-191928514.6236567         -319222246.143631          -138361935.6587877         216.7039289501408            
-191393009.9089154         -320705466.0014555         -139004865.6097692         217.7039289501408            
-190854508.9981126         -322183665.3698517         -139645619.4470001         218.7039289501408            
-190313046.203854          -323656864.7355109         -140284206.0972736         219.7039289501408            
-189768655.3477305         -325125084.5259506         -140920634.3687896         220.7039289501408            
-189221369.7808162         -326588345.0778081         -141554913.004464          221.7039289501408            
-188671222.4472176         -328046666.5601808         -142187050.7825717         222.7039289501408            
-188118245.891808          -329500068.9724011         -142817056.52241           223.7039289501408            
-187562472.2835212         -330948572.1864876         -143444938.9664659         224.7039289501408            
-187003933.3910521         -332392196.010303          -144070706.6773959         225.7039289501408            
-186442660.5481443         -333830960.1929641         -144694368.0797573         226.7039289501408            
-185878684.635053          -335264884.3721876         -145315931.6125751         227.7039289501408            
-185312036.0842554         -336693988.0426987         -145935405.8010768         228.7039289501408            
-184742745.0019214         -338118290.5418002         -146552799.1428568         229.7039289501408            
-184170841.1143832         -339537811.1593387         -147168119.9323439         230.7039289501408            
-183596353.8136014         -340952569.1219184         -147781376.2490068         231.7039289501408            
-183019312.1217911         -342362583.5350744         -148392576.1443074         232.7039289501408            
-182439744.6650989         -343767873.3150614         -149001727.8391887         233.7039289501408            
-181857679.7045982         -345168457.1712225         -149608839.7334114         234.7039289501408            
-181273145.1336737         -346564353.6894139         -150213920.2235911         235.7039289501408            
-180686168.5292219         -347955581.40062           -150816977.4904331         236.7039289501408            
-180096777.1284878         -349342158.8275867         -151418019.4274392         237.7039289501408            
-179504997.8434853         -350724104.4316322         -152017053.7539693         238.7039289501408            
-178910857.2940065         -352101436.5137112         -152614088.2124386         239.7039289501408            
-178314381.7512013         -353474173.1954726         -153209130.6863797         240.7039289501408            
-177715597.125092          -354842332.4522322         -153802189.1447477         241.7039289501408            
-177114528.9681914         -356205932.1911058         -154393271.4626533         242.7039289501408            
-176511202.53664           -357564990.2751809         -154982385.3009803         243.7039289501408            
-175905642.8033265         -358919524.4859986         -155569538.1853676         244.7039289501408            
-175297874.4765874         -360269552.4287956         -156154737.7113095         245.7039289501408            
-174687921.9766382         -361615091.5203301         -156737991.6064284         246.7039289501408            
-174075809.4245365         -362956159.081275          -157319307.5361785         247.7039289501408            
-173461560.5927965         -364292772.457723          -157898692.8836999         248.7039289501408            
-172845199.013089          -365624948.9339887         -158476154.8372487         249.7039289501408            
-172226747.9139897         -366952705.6225697         -159051700.7191952         250.7039289501408            
-171606230.2600073         -368276059.3845538         -159625338.1327032         251.7039289501408            
-170983668.768573          -369595026.9353065         -160197074.7060358         252.7039289501408            
-170359085.9141963         -370909624.9936097         -160766917.7507365         253.7039289501408            
-169732503.9042643         -372219870.2955661         -161334874.2615761         254.7039289501408            
-169103944.6407123         -373525779.4867066         -161900951.2109003         255.7039289501408            
-168473429.7745796         -374827369.0162803         -162465155.7396677         256.7039289501408            
-167840980.6675483         -376124655.2017518         -163027495.0538105         257.7039289501408            
-167206618.4606702         -377417654.2874049         -163587976.2226976         258.7039289501408            
-166570364.0784801         -378706382.4643854         -164146606.1349758         259.7039289501408            
-165932238.2109835         -379990855.8279573         -164703391.6215039         260.7039289501408            
-165292261.2673104         -381271090.3412714         -165258339.5905873         261.7039289501408            
-164650453.4360771         -382547101.8020418         -165811457.0483316         262.7039289501408            
-164006834.6901499         -383818905.8813273         -166362751.0098785         263.7039289501408            
-163361424.8084824         -385086518.1661476         -166912228.3850791         264.7039289501408            
-162714243.3335222         -386349954.2101763         -167459895.9088663         265.7039289501408            
-162065309.5572971         -387609229.5422588         -168005760.1392575         266.7039289501408            
-161414642.590856          -388864359.6023185         -168549827.5423038         267.7039289501408            
-160762261.3247493         -390115359.6939239         -169092104.6449157         268.7039289501408            
-160108184.4340498         -391362244.9497699         -169632598.1140268         269.7039289501408            
-159452430.319182          -392605030.4103297         -170171314.6348456         270.7039289501408            
-158795017.1441631         -393843731.1046861         -170708260.6908866         271.7039289501408            
-158135962.9454519         -395078362.0146496         -171243442.5494978         272.7039289501408            
-157475285.6105607         -396308937.9712836         -171776866.5269679         273.7039289501408            
-156813002.8336193         -397535473.5789129         -172308539.2101446         274.7039289501408            
-156149132.0360283         -398757983.3320255         -172838467.2626037         275.7039289501408            
-155483690.4328021         -399976481.7791446         -173366656.9885112         276.7039289501408            
-154816695.1356054         -401190983.5212465         -173893114.248034          277.7039289501408            
-154148163.0757145         -402401503.0390072         -174417844.9307129         278.7039289501408            
-153478110.9815809         -403608054.5179662         -174940855.3825388         279.7039289501408            
-152806555.3666009         -404810651.9564059         -175462152.1708869         280.7039289501408            
-152133512.5139556         -406009309.4030236         -175981741.5519361         281.7039289501408            
-151458998.5419758         -407204040.9636277         -176499629.4011861         282.7039289501408            
-150783029.4420338         -408394860.6114853         -177015821.6227503         283.7039289501408            
-150105621.1165662         -409581782.1081879         -177530324.3048545         284.7039289501408            
-149426789.2975687         -410764819.1563681         -178043143.4420166         285.7039289501408            
-148746549.4784181         -411943985.4990157         -178554284.7661261         286.7039289501408            
-148064916.9244539         -413119294.8169056         -179063753.9755244         287.7039289501408            
-147381906.7092774         -414290760.6102555         -179571556.9796753         288.7039289501408            
-146697533.8463961         -415458396.1941435         -180077699.8049507         289.7039289501408            
-146011813.1891409         -416622214.8388453         -180582188.3581391         290.7039289501408            
-145324759.4348822         -417782229.7976463         -181085028.3620644         291.7039289501408            
-144636387.1721974         -418938454.2352041         -181586225.4864853         292.7039289501408            
-143946710.8031812         -420090901.217113          -182085785.4380776         293.7039289501408            
-143255744.5751848         -421239583.7369575         -182583713.8751713         294.7039289501408            
-142563502.5477218         -422384514.7832747         -183080016.2819414         295.7039289501408            
-141869998.6926405         -423525707.2725872         -183574698.0473303         296.7039289501408            
-141175246.8439692         -424663173.9701076         -184067764.6911417         297.7039289501408            
-140479260.5789262         -425796927.5148307         -184559221.8998246         298.7039289501408            
-139782053.3668608         -426926980.4865227         -185049075.2589769         299.7039289501408            
-139083638.5585561         -428053345.5004144         -185537330.0467046         300.7039289501408            
-138384029.4815096         -429176035.0893292         -186023991.438081          301.7039289501408            
-137683239.2984676         -430295061.5871501         -186509064.8844333         302.7039289501408            
-136981280.9264131         -431410437.1561176         -186992556.1115748         303.7039289501408            
-136278167.1524131         -432522173.9677125         -187474470.6177833         304.7039289501408            
-135573910.686978          -433630284.3269079         -187954813.3513702         305.7039289501408            
-134868524.2178996         -434734780.4883766         -188433589.1002933         306.7039289501408            
-134162020.2907039         -435835674.4219002         -188910803.1237949         307.7039289501408            
-133454411.2363881         -436932977.8804085         -189386461.0484332         308.7039289501408            
-132745709.2085224         -438026702.686606          -189860568.1808932         309.7039289501408            
-132035926.1824744         -439116860.8041202         -190333129.3453853         310.7039289501408            
-131325074.0462517         -440203464.0541188         -190804149.4758407         311.7039289501408            
-130613164.7403066         -441286523.9466644         -191273633.9128556         312.7039289501408            
-129900210.1855439         -442366051.9421688         -191741587.8562753         313.7039289501408            
-129186222.0846739         -443442059.6905718         -192208015.9518457         314.7039289501408            
-128471211.8157536         -444514558.8764908         -192672922.7189873         315.7039289501408            
-127755190.6492256         -445583560.8899834         -193136313.1634941         316.7039289501408            
-127038169.8970533         -446649076.8368117         -193598192.658422          317.7039289501408            
-126320160.7860962         -447711117.8306101         -194058566.3587294         318.7039289501408            
-125601174.4525747         -448769695.093236          -194517438.9761787         319.7039289501408            
-124881221.829691          -449824819.8562448         -194974815.0812446         320.7039289501408            
-124160313.7883117         -450876503.1797319         -195430699.4313273         321.7039289501408            
-123438461.0888049         -451924755.9907628         -195885096.9156883         322.7039289501408            
-122715674.3887163         -452969589.2024422         -196338012.2778753         323.7039289501408            
-121991964.2673165         -454011013.7387261         -196789450.0453376         324.7039289501408            
-121267341.1519872         -455049040.4385065         -197239414.7985982         325.7039289501408            
-120541815.3712133         -456083679.9574733         -197687911.3660657         326.7039289501408            
-119815397.1390516         -457114942.8633662         -198134944.6156695         327.7039289501408            
-119088096.5938999         -458142839.7827179         -198580519.0946153         328.7039289501408            
-118359923.8524481         -459167381.3770202         -199024639.0547653         329.7039289501408            
-117630888.9197126         -460188578.1894679         -199467308.8630186         330.7039289501408            
-116901001.6565453         -461206440.5490908         -199908533.2429391         331.7039289501408            
-116170271.7609343         -462220978.7062082         -200348316.9736945         332.7039289501408            
-115438708.8952766         -463232202.986744          -200786664.4609701         333.7039289501408            
-114706322.7283751         -464240123.7256119         -201223579.8699113         334.7039289501408            
-113973122.8393327         -465244751.0575463         -201659067.66615           335.7039289501408            
-113239118.7099827         -466246094.8994041         -202093132.6626216         336.7039289501408            
-112504319.6769838         -467244165.2597897         -202525779.3333448         337.7039289501408            
-111768734.9381571         -468238972.3707975         -202957011.5063113         338.7039289501408            
-111032373.5489987         -469230526.3987942         -203386833.0330693         339.7039289501408            
-110295244.5559221         -470218837.129319          -203815248.4439086         340.7039289501408            
-109557357.1167262         -471203914.128912          -204242262.5133404         341.7039289501408            
-108818720.2062341         -472185767.16484           -204667879.4545013         342.7039289501408            
-108079342.5661902         -473164406.1695403         -205092103.0267962         343.7039289501408            
-107339232.83686           -474139840.8893216         -205514937.275664          344.7039289501408            
-106598399.7302686         -475112080.7575968         -205936386.7364645         345.7039289501408            
-105856852.0049889         -476081135.1412588         -206356455.8840877         346.7039289501408            
-105114598.204669          -477047013.5696821         -206775148.7419697         347.7039289501408            
-104371646.7238312         -478009725.6262255         -207192469.0975748         348.7039289501408            
-103628005.876339          -478969280.7602094         -207608420.9018354         349.7039289501408            
-102883684.0014541         -479925688.2452599         -208023008.3141746         350.7039289501408            
-102138689.3880363         -480878957.3120933         -208436235.4370624         351.7039289501408            
-101393030.1612412         -481829097.2386341         -208848106.16508           352.7039289501408            
-100646714.3878193         -482776117.2470988         -209258624.371081          353.7039289501408            
-99899750.07931423         -483720026.4009748         -209667794.1440684         354.7039289501408            
-99152145.17878774         -484660833.6556709         -210075619.6803639         355.7039289501408            
-98403907.53989832         -485598548.0144411         -210482104.9350843         356.7039289501408            
-97655044.93152446         -486533178.5784032         -210887253.5055249         357.7039289501408            
-96905565.13190997         -487464734.3972973         -211291068.9332891         358.7039289501408            
-96155475.81559703         -488393224.348839          -211693555.0370326         359.7039289501408            
-95404784.554093           -489318657.1547673         -212094715.8756458         360.7039289501408            
-94653498.86792284         -490241041.5069412         -212494555.4346506         361.7039289501408            
-93901626.21380354         -491160386.1100715         -212893077.5348808         362.7039289501408            
-93149174.03130288         -492076699.5701384         -213290286.070836          363.7039289501408            
-92396149.76680088         -492989990.3650313         -213686185.0703309         364.7039289501408            
-91642560.74040413         -493900267.0627927         -214080778.2507139         365.7039289501408            
-90888414.17033            -494807538.4545563         -214474068.7016819         366.7039289501408            
-90133717.13190231         -495711813.3355417         -214866059.4080939         367.7039289501408            
-89378476.71410513         -496613100.134853          -215256754.0385064         368.7039289501408            
-88622699.97270751         -497511406.9415112         -215646156.90716           369.7039289501408            
-87866393.88483828         -498406741.8722989         -216034272.1455452         370.7039289501408            
-87109565.30463709         -499299113.2661538         -216421103.2725227         371.7039289501408            
-86352221.03695868         -500188529.5078502         -216806653.5715371         372.7039289501408            
-85594367.93472581         -501074998.8189021         -217190926.5359769         373.7039289501408            
-84836012.8899899          -501958529.2913719         -217573925.7979901         374.7039289501408            
-84077162.63100262         -502839129.0393441         -217955654.860395          375.7039289501408            
-83317823.70369083         -503716806.2025298         -218336117.0942777         376.7039289501408            
-82558002.63961785         -504591568.8443404         -218715315.90919           377.7039289501408            
-81797706.02649957         -505463424.9203306         -219093254.8015442         378.7039289501408            
-81036940.3815162          -506332382.3515279         -219469937.2355506         379.7039289501408            
-80275712.10992751         -507198449.0605505         -219845366.5756866         380.7039289501408            
-79514027.53233929         -508061632.9229373         -220219546.1889687         381.7039289501408            
