DV0                       DeltaV_1.EarthMJ2000Eq.Element1   DeltaV_1.EarthMJ2000Eq.Element2   DeltaV_1.EarthMJ2000Eq.Element3   
8.793462707454339         -7.70780952863679                 -3.883547395090404                -1.683068117377494                
