Start Time (UTC)            Stop Time (UTC)               Duration (s)    Occ Body        Type        Event Number  Total Duration (s)
24 Apr 2032 11:07:42.198    24 Apr 2032 12:05:13.476      3451.2772473    Jupiter         Umbra       160           3458.3082197
24 Apr 2032 12:05:13.476    24 Apr 2032 12:05:20.507      7.0309723495    Jupiter         Penumbra    160           3458.3082197
24 Apr 2032 14:38:39.345    24 Apr 2032 15:36:08.215      3448.8699976    Jupiter         Umbra       161           3455.9052888
24 Apr 2032 15:36:08.215    24 Apr 2032 15:36:15.251      7.0352911251    Jupiter         Penumbra    161           3455.9052888
24 Apr 2032 18:09:33.665    24 Apr 2032 18:09:37.356      3.6906810477    Jupiter         Penumbra    162           3456.4132132
24 Apr 2032 18:09:37.356    24 Apr 2032 19:07:03.037      3445.6810533    Jupiter         Umbra       162           3456.4132132
24 Apr 2032 19:07:03.037    24 Apr 2032 19:07:10.078      7.0414788555    Jupiter         Penumbra    162           3456.4132132
24 Apr 2032 21:40:32.182    24 Apr 2032 21:40:35.889      3.7066913210    Jupiter         Penumbra    163           3452.7752973
24 Apr 2032 21:40:35.889    24 Apr 2032 22:37:57.908      3442.0193980    Jupiter         Umbra       163           3452.7752973
24 Apr 2032 22:37:57.908    24 Apr 2032 22:38:04.957      7.0492080180    Jupiter         Penumbra    163           3452.7752973
25 Apr 2032 01:11:34.521    25 Apr 2032 02:08:52.791      3438.2697169    Jupiter         Umbra       164           3445.3275920
25 Apr 2032 02:08:52.791    25 Apr 2032 02:08:59.848      7.0578751154    Jupiter         Penumbra    164           3445.3275920
25 Apr 2032 04:42:32.847    25 Apr 2032 05:34:04.943      3092.0964393    Jupiter         Umbra       165           3092.0964393
