Spacecraft: JupiterExpress_Finite

Start Time (UTC)            Stop Time (UTC)               Duration (s)    Occ Body        Type        Event Number  Total Duration (s)
08 Apr 2032 22:17:13.572    08 Apr 2032 22:55:01.433      2267.8603579    Jupiter         Umbra       26            2273.8998387
08 Apr 2032 22:55:01.433    08 Apr 2032 22:55:07.472      6.0394807952    Jupiter         Penumbra    26            2273.8998387
09 Apr 2032 10:15:33.931    09 Apr 2032 10:15:35.982      2.0510412287    Jupiter         Penumbra    27            2273.0339494
09 Apr 2032 10:15:35.982    09 Apr 2032 10:53:20.914      2264.9314806    Jupiter         Umbra       27            2273.0339494
09 Apr 2032 10:53:20.914    09 Apr 2032 10:53:26.965      6.0514275217    Jupiter         Penumbra    27            2273.0339494
09 Apr 2032 22:13:53.835    09 Apr 2032 22:13:55.881      2.0458492683    Jupiter         Penumbra    28            2273.0939244
09 Apr 2032 22:13:55.881    09 Apr 2032 22:51:40.875      2264.9934855    Jupiter         Umbra       28            2273.0939244
09 Apr 2032 22:51:40.875    09 Apr 2032 22:51:46.929      6.0545895947    Jupiter         Penumbra    28            2273.0939244
10 Apr 2032 10:12:17.866    10 Apr 2032 10:50:00.286      2262.4199592    Jupiter         Umbra       29            2268.4807529
10 Apr 2032 10:50:00.286    10 Apr 2032 10:50:06.347      6.0607936699    Jupiter         Penumbra    29            2268.4807529
10 Apr 2032 22:10:43.523    10 Apr 2032 22:48:19.020      2255.4961189    Jupiter         Umbra       30            2261.5772146
10 Apr 2032 22:48:19.020    10 Apr 2032 22:48:25.101      6.0810956871    Jupiter         Penumbra    30            2261.5772146
11 Apr 2032 10:09:07.496    11 Apr 2032 10:46:38.220      2250.7247765    Jupiter         Umbra       31            2250.7247765
11 Apr 2032 22:07:29.040    11 Apr 2032 22:44:57.866      2248.8259334    Jupiter         Umbra       32            2248.8259334
12 Apr 2032 10:05:51.849    12 Apr 2032 10:43:17.226      2245.3775841    Jupiter         Umbra       33            2245.3775841
12 Apr 2032 22:04:13.355    12 Apr 2032 22:41:36.986      2243.6312177    Jupiter         Umbra       34            2243.6312177
13 Apr 2032 10:02:30.207    13 Apr 2032 10:39:57.704      2247.4965363    Jupiter         Umbra       35            2247.4965363
13 Apr 2032 22:00:44.895    13 Apr 2032 22:00:46.980      2.0847037900    Jupiter         Penumbra    36            2253.3746854
13 Apr 2032 22:00:46.980    13 Apr 2032 22:38:18.270      2251.2899816    Jupiter         Umbra       36            2253.3746854
14 Apr 2032 09:59:04.701    14 Apr 2032 09:59:06.779      2.0783915883    Jupiter         Penumbra    37            2253.5093331
14 Apr 2032 09:59:06.779    14 Apr 2032 10:36:38.210      2251.4309415    Jupiter         Umbra       37            2253.5093331
14 Apr 2032 21:57:23.244    14 Apr 2032 21:57:25.313      2.0693705650    Jupiter         Penumbra    38            2255.2509639
14 Apr 2032 21:57:25.313    14 Apr 2032 22:34:58.495      2253.1815934    Jupiter         Umbra       38            2255.2509639
15 Apr 2032 09:55:41.991    15 Apr 2032 10:33:19.067      2257.0754423    Jupiter         Umbra       39            2263.2087468
15 Apr 2032 10:33:19.067    15 Apr 2032 10:33:25.200      6.1333044665    Jupiter         Penumbra    39            2263.2087468
15 Apr 2032 21:54:01.458    15 Apr 2032 22:31:38.973      2257.5154759    Jupiter         Umbra       40            2263.6470805
15 Apr 2032 22:31:38.973    15 Apr 2032 22:31:45.105      6.1316046165    Jupiter         Penumbra    40            2263.6470805
16 Apr 2032 09:52:22.341    16 Apr 2032 10:29:58.683      2256.3425738    Jupiter         Umbra       41            2256.3425738
16 Apr 2032 21:50:40.897    16 Apr 2032 22:28:18.885      2257.9879537    Jupiter         Umbra       42            2264.1216574
16 Apr 2032 22:28:18.885    16 Apr 2032 22:28:25.019      6.1337036546    Jupiter         Penumbra    42            2264.1216574
17 Apr 2032 09:49:00.880    17 Apr 2032 10:26:38.643      2257.7630153    Jupiter         Umbra       43            2257.7630153
17 Apr 2032 21:47:23.562    17 Apr 2032 21:47:25.572      2.0106270444    Jupiter         Penumbra    44            2253.8731425
17 Apr 2032 21:47:25.572    17 Apr 2032 22:24:57.435      2251.8625155    Jupiter         Umbra       44            2253.8731425
18 Apr 2032 09:45:50.175    18 Apr 2032 10:23:16.382      2246.2067613    Jupiter         Umbra       45            2246.2067613
18 Apr 2032 21:44:12.364    18 Apr 2032 22:21:35.812      2243.4477439    Jupiter         Umbra       46            2243.4477439
19 Apr 2032 09:42:33.929    19 Apr 2032 09:42:35.973      2.0438476698    Jupiter         Penumbra    47            2247.1394082
19 Apr 2032 09:42:35.973    19 Apr 2032 10:19:54.882      2238.9084379    Jupiter         Umbra       47            2247.1394082
19 Apr 2032 10:19:54.882    19 Apr 2032 10:20:01.069      6.1871225713    Jupiter         Penumbra    47            2247.1394082
19 Apr 2032 21:40:59.736    19 Apr 2032 22:18:14.038      2234.3022695    Jupiter         Umbra       48            2240.5082928
19 Apr 2032 22:18:14.038    19 Apr 2032 22:18:20.244      6.2060233438    Jupiter         Penumbra    48            2240.5082928
20 Apr 2032 09:39:19.166    20 Apr 2032 10:16:34.167      2235.0007997    Jupiter         Umbra       49            2241.2127631
20 Apr 2032 10:16:34.167    20 Apr 2032 10:16:40.379      6.2119633891    Jupiter         Penumbra    49            2241.2127631
20 Apr 2032 21:37:37.512    20 Apr 2032 22:14:54.371      2236.8585666    Jupiter         Umbra       50            2243.0682474
20 Apr 2032 22:14:54.371    20 Apr 2032 22:15:00.580      6.2096807873    Jupiter         Penumbra    50            2243.0682474
21 Apr 2032 09:35:59.266    21 Apr 2032 10:13:13.803      2234.5364138    Jupiter         Umbra       51            2240.7535779
21 Apr 2032 10:13:13.803    21 Apr 2032 10:13:20.020      6.2171641504    Jupiter         Penumbra    51            2240.7535779
21 Apr 2032 21:34:20.813    21 Apr 2032 22:11:33.382      2232.5693850    Jupiter         Umbra       52            2238.7962051
21 Apr 2032 22:11:33.382    21 Apr 2032 22:11:39.609      6.2268201029    Jupiter         Penumbra    52            2238.7962051
22 Apr 2032 09:32:39.929    22 Apr 2032 10:09:53.431      2233.5017703    Jupiter         Umbra       53            2239.7289072
22 Apr 2032 10:09:53.431    22 Apr 2032 10:09:59.658      6.2271369388    Jupiter         Penumbra    53            2239.7289072
22 Apr 2032 21:31:01.170    22 Apr 2032 22:08:12.906      2231.7365672    Jupiter         Umbra       54            2237.9679268
22 Apr 2032 22:08:12.906    22 Apr 2032 22:08:19.138      6.2313595321    Jupiter         Penumbra    54            2237.9679268
23 Apr 2032 09:29:24.623    23 Apr 2032 10:06:31.983      2227.3597843    Jupiter         Umbra       55            2233.6047841
23 Apr 2032 10:06:31.983    23 Apr 2032 10:06:38.228      6.2449998222    Jupiter         Penumbra    55            2233.6047841
23 Apr 2032 21:27:43.679    23 Apr 2032 21:27:45.723      2.0439275075    Jupiter         Penumbra    56            2234.2029527
23 Apr 2032 21:27:45.723    23 Apr 2032 22:04:51.630      2225.9067344    Jupiter         Umbra       56            2234.2029527
23 Apr 2032 22:04:51.630    23 Apr 2032 22:04:57.882      6.2522908207    Jupiter         Penumbra    56            2234.2029527
24 Apr 2032 09:26:04.793    24 Apr 2032 09:26:06.831      2.0383703057    Jupiter         Penumbra    57            2232.6004324
24 Apr 2032 09:26:06.831    24 Apr 2032 10:03:11.138      2224.3062433    Jupiter         Umbra       57            2232.6004324
24 Apr 2032 10:03:11.138    24 Apr 2032 10:03:17.393      6.2558187637    Jupiter         Penumbra    57            2232.6004324
24 Apr 2032 21:24:32.565    24 Apr 2032 22:01:29.596      2217.0309244    Jupiter         Umbra       58            2223.3053070
24 Apr 2032 22:01:29.596    24 Apr 2032 22:01:35.870      6.2743825838    Jupiter         Penumbra    58            2223.3053070
25 Apr 2032 09:22:59.109    25 Apr 2032 09:59:48.021      2208.9121808    Jupiter         Umbra       59            2208.9121808
25 Apr 2032 21:21:22.587    25 Apr 2032 21:58:07.144      2204.5570344    Jupiter         Umbra       60            2204.5570344
26 Apr 2032 09:19:44.349    26 Apr 2032 09:19:46.468      2.1185411140    Jupiter         Penumbra    61            2201.7497504
26 Apr 2032 09:19:46.468    26 Apr 2032 09:56:26.099      2199.6312093    Jupiter         Umbra       61            2201.7497504
26 Apr 2032 21:18:10.956    26 Apr 2032 21:54:45.019      2194.0630930    Jupiter         Umbra       62            2194.0630930

Number of individual events : 106
Number of total events      : 62
Maximum duration (s)        :   2305.5826563
Maximum duration at the 11st eclipse.


