DALA_SatFine.EarthMJ2000Eq.X   DALA_SatFine.EarthMJ2000Eq.Y   DALA_SatFine.EarthMJ2000Eq.Z   DALA_SatFine.ElapsedSecs   
3628.141305204592              5631.458875072949              -2900.562291665251             0                          
3628.141305204592              5631.458875072949              -2900.562291665251             0                          
3628.141305204592              5631.458875072949              -2900.562291665251             0                          
3628.141305204592              5631.458875072949              -2900.562291665251             0                          
3628.141305204592              5631.458875072949              -2900.562291665251             0                          
3628.141305204592              5631.458875072949              -2900.562291665251             0                          
3628.141305204592              5631.458875072949              -2900.562291665251             0                          
3628.141305204592              5631.458875072949              -2900.562291665251             0                          
3628.141305204592              5631.458875072949              -2900.562291665251             0                          
3628.141305204592              5631.458875072949              -2900.562291665251             0                          
3628.141305204592              5631.458875072949              -2900.562291665251             0                          
3628.141305204592              5631.458875072949              -2900.562291665251             0                          
3628.141305204592              5631.458875072949              -2900.562291665251             0                          
3628.141305204592              5631.458875072949              -2900.562291665251             0                          
3628.141305204592              5631.458875072949              -2900.562291665251             0                          
3628.141305204592              5631.458875072949              -2900.562291665251             0                          
3628.141305204592              5631.458875072949              -2900.562291665251             0                          
3628.141305204592              5631.458875072949              -2900.562291665251             0                          
3628.141305204592              5631.458875072949              -2900.562291665251             0                          
3628.141305204592              5631.458875072949              -2900.562291665251             0                          
3628.141305204592              5631.458875072949              -2900.562291665251             0                          
3628.141305204592              5631.458875072949              -2900.562291665251             0                          
3628.141305204592              5631.458875072949              -2900.562291665251             0                          
3628.141305204592              5631.458875072949              -2900.562291665251             0                          
3628.141305204592              5631.458875072949              -2900.562291665251             0                          
3628.141305204592              5631.458875072949              -2900.562291665251             0                          
3628.141305204592              5631.458875072949              -2900.562291665251             0                          
3628.141305204592              5631.458875072949              -2900.562291665251             0                          
3628.141305204592              5631.458875072949              -2900.562291665251             0                          
3628.141305204592              5631.458875072949              -2900.562291665251             0                          
3628.141305204592              5631.458875072949              -2900.562291665251             0                          
3628.141305204592              5631.458875072949              -2900.562291665251             0                          
3628.141305204592              5631.458875072949              -2900.562291665251             0                          
3628.141305204592              5631.458875072949              -2900.562291665251             0                          
3628.141305204592              5631.458875072949              -2900.562291665251             0                          
3628.141305204592              5631.458875072949              -2900.562291665251             0                          
3628.141305204592              5631.458875072949              -2900.562291665251             0                          
3628.141305204592              5631.458875072949              -2900.562291665251             0                          
3628.141305204592              5631.458875072949              -2900.562291665251             0                          
3628.141305204592              5631.458875072949              -2900.562291665251             0                          
3628.141305204592              5631.458875072949              -2900.562291665251             0                          
3628.141305204592              5631.458875072949              -2900.562291665251             0                          
3628.141305204592              5631.458875072949              -2900.562291665251             0                          
3628.141305204592              5631.458875072949              -2900.562291665251             0                          
3628.141305204592              5631.458875072949              -2900.562291665251             0                          
3628.141305204592              5631.458875072949              -2900.562291665251             0                          
3628.141305204592              5631.458875072949              -2900.562291665251             0                          
3628.141305204592              5631.458875072949              -2900.562291665251             0                          
3628.141305204592              5631.458875072949              -2900.562291665251             0                          
3628.141305204592              5631.458875072949              -2900.562291665251             0                          
3628.141305204592              5631.458875072949              -2900.562291665251             0                          
3628.141305204592              5631.458875072949              -2900.562291665251             0                          
3628.141305204592              5631.458875072949              -2900.562291665251             0                          
3628.141305204592              5631.458875072949              -2900.562291665251             0                          
3628.141305204592              5631.458875072949              -2900.562291665251             0                          
3628.141305204592              5631.458875072949              -2900.562291665251             0                          
3628.141305204592              5631.458875072949              -2900.562291665251             0                          
3628.141305204592              5631.458875072949              -2900.562291665251             0                          
3628.141305204592              5631.458875072949              -2900.562291665251             0                          
3628.141305204592              5631.458875072949              -2900.562291665251             0                          
3628.141305204592              5631.458875072949              -2900.562291665251             0                          
3628.141305204592              5631.458875072949              -2900.562291665251             0                          
3628.141305204592              5631.458875072949              -2900.562291665251             0                          
3628.141305204592              5631.458875072949              -2900.562291665251             0                          
3628.141305204592              5631.458875072949              -2900.562291665251             0                          
3628.141305204592              5631.458875072949              -2900.562291665251             0                          
3628.141305204592              5631.458875072949              -2900.562291665251             0                          
3628.141305204592              5631.458875072949              -2900.562291665251             0                          
3628.141305204592              5631.458875072949              -2900.562291665251             0                          
3628.141305204592              5631.458875072949              -2900.562291665251             0                          
3628.141305204592              5631.458875072949              -2900.562291665251             0                          
3628.141305204592              5631.458875072949              -2900.562291665251             0                          
3628.141305204592              5631.458875072949              -2900.562291665251             0                          
3628.141305204592              5631.458875072949              -2900.562291665251             0                          
3628.141305204592              5631.458875072949              -2900.562291665251             0                          
3628.141305204592              5631.458875072949              -2900.562291665251             0                          
3628.141305204592              5631.458875072949              -2900.562291665251             0                          
3628.141305204592              5631.458875072949              -2900.562291665251             0                          
3628.141305204592              5631.458875072949              -2900.562291665251             0                          
3628.141305204592              5631.458875072949              -2900.562291665251             0                          
3628.141305204592              5631.458875072949              -2900.562291665251             0                          
3628.141305204592              5631.458875072949              -2900.562291665251             0                          
3628.141305204592              5631.458875072949              -2900.562291665251             0                          
3628.141305204592              5631.458875072949              -2900.562291665251             0                          
3628.141305204592              5631.458875072949              -2900.562291665251             0                          
3628.141305204592              5631.458875072949              -2900.562291665251             0                          
3628.141305204592              5631.458875072949              -2900.562291665251             0                          
3628.141305204592              5631.458875072949              -2900.562291665251             0                          
3628.141305204592              5631.458875072949              -2900.562291665251             0                          
3628.141305204592              5631.458875072949              -2900.562291665251             0                          
3628.141305204592              5631.458875072949              -2900.562291665251             0                          
3628.141305204592              5631.458875072949              -2900.562291665251             0                          
3628.141305204592              5631.458875072949              -2900.562291665251             0                          
3628.141305204592              5631.458875072949              -2900.562291665251             0                          
3628.141305204592              5631.458875072949              -2900.562291665251             0                          
3628.141305204592              5631.458875072949              -2900.562291665251             0                          
3628.141305204592              5631.458875072949              -2900.562291665251             0                          
3628.141305204592              5631.458875072949              -2900.562291665251             0                          
3628.141305204592              5631.458875072949              -2900.562291665251             0                          
3628.141305204592              5631.458875072949              -2900.562291665251             0                          
3628.141305204592              5631.458875072949              -2900.562291665251             0                          
3628.141305204592              5631.458875072949              -2900.562291665251             0                          
3628.141305204592              5631.458875072949              -2900.562291665251             0                          
3628.141305204592              5631.458875072949              -2900.562291665251             0                          
3628.141305204592              5631.458875072949              -2900.562291665251             0                          
3628.141305204592              5631.458875072949              -2900.562291665251             0                          
3628.141305204592              5631.458875072949              -2900.562291665251             0                          
3628.141305204592              5631.458875072949              -2900.562291665251             0                          
3628.141305204592              5631.458875072949              -2900.562291665251             0                          
3628.141305204592              5631.458875072949              -2900.562291665251             0                          
3628.141305204592              5631.458875072949              -2900.562291665251             0                          
3628.141305204592              5631.458875072949              -2900.562291665251             0                          
3628.141305204592              5631.458875072949              -2900.562291665251             0                          
3628.141305204592              5631.458875072949              -2900.562291665251             0                          
3628.141305204592              5631.458875072949              -2900.562291665251             0                          
3628.141305204592              5631.458875072949              -2900.562291665251             0                          
3628.141305204592              5631.458875072949              -2900.562291665251             0                          
