Target: JupiterExpress_Finite

Observer: Montegancedo
Start Time (UTC)            Stop Time (UTC)               Duration (s)         
03 Apr 2032 03:29:33.312    03 Apr 2032 11:32:29.404      28976.091635    
04 Apr 2032 03:26:01.459    04 Apr 2032 11:29:14.639      28993.179182    
05 Apr 2032 03:22:29.135    05 Apr 2032 11:25:59.531      29010.395978    
06 Apr 2032 03:18:58.140    06 Apr 2032 11:22:41.677      29023.536758    
07 Apr 2032 03:15:28.435    07 Apr 2032 11:19:20.895      29032.459691    
08 Apr 2032 03:11:57.057    08 Apr 2032 11:15:59.430      29042.373088    
09 Apr 2032 03:08:23.119    09 Apr 2032 11:12:40.286      29057.166747    
10 Apr 2032 03:04:48.165    10 Apr 2032 11:09:21.787      29073.622173    
11 Apr 2032 03:01:14.125    11 Apr 2032 11:06:00.927      29086.802553    
12 Apr 2032 02:57:41.763    12 Apr 2032 11:02:36.884      29095.120837    
13 Apr 2032 02:54:08.513    13 Apr 2032 10:59:11.183      29102.670175    
14 Apr 2032 02:50:32.524    14 Apr 2032 10:55:47.237      29114.712538    
15 Apr 2032 02:46:54.995    15 Apr 2032 10:52:24.859      29129.863185    
16 Apr 2032 02:43:17.902    16 Apr 2032 10:49:00.711      29142.809332    
17 Apr 2032 02:39:42.599    17 Apr 2032 10:45:33.306      29150.706756    
18 Apr 2032 02:36:07.287    18 Apr 2032 10:42:03.478      29156.191277    
19 Apr 2032 02:32:29.294    19 Apr 2032 10:38:34.500      29165.205891    
20 Apr 2032 02:28:49.262    20 Apr 2032 10:35:07.747      29178.484815    
21 Apr 2032 02:25:09.150    21 Apr 2032 10:31:40.018      29190.868299    
22 Apr 2032 02:21:30.700    22 Apr 2032 10:28:09.128      29198.428015    
23 Apr 2032 02:17:53.055    23 Apr 2032 10:24:35.268      29202.212165    
24 Apr 2032 02:14:13.062    24 Apr 2032 10:21:01.217      29208.154755    
25 Apr 2032 02:10:30.592    25 Apr 2032 10:17:29.630      29219.037387    
26 Apr 2032 02:06:47.511    26 Apr 2032 10:13:58.000      29230.488758    
27 Apr 2032 02:03:05.793    27 Apr 2032 10:10:23.469      29237.676902    
28 Apr 2032 01:59:25.509    28 Apr 2032 10:06:45.609      29240.099090    
29 Apr 2032 01:55:43.478    29 Apr 2032 10:03:06.549      29243.071382    
30 Apr 2032 01:51:58.638    30 Apr 2032 09:59:29.717      29251.078736    
01 May 2032 01:48:12.654    01 May 2032 09:55:53.799      29261.144949    
02 May 2032 01:44:27.622    02 May 2032 09:52:15.409      29267.787046    
03 May 2032 01:40:44.397    03 May 2032 09:48:33.487      29269.090192    
04 May 2032 01:37:00.214    04 May 2032 09:44:49.497      29269.283801    
05 May 2032 01:33:13.045    05 May 2032 09:41:07.107      29274.061827    
06 May 2032 01:29:24.200    06 May 2032 09:37:26.477      29282.276963    
07 May 2032 01:25:35.828    07 May 2032 09:33:43.988      29288.160424    
08 May 2032 01:21:49.375    08 May 2032 09:29:57.924      29288.548997    
09 May 2032 01:18:02.834    09 May 2032 09:26:09.108      29286.274571    
10 May 2032 01:14:13.353    10 May 2032 09:22:21.026      29287.672463    
11 May 2032 01:10:21.700    11 May 2032 09:18:35.299      29293.598901    
12 May 2032 01:06:30.019    12 May 2032 09:14:48.493      29298.474067    
13 May 2032 01:02:40.160    13 May 2032 09:10:58.214      29298.053928    
14 May 2032 00:58:51.044    14 May 2032 09:07:04.685      29293.641691    
15 May 2032 00:54:59.292    15 May 2032 09:03:10.942      29291.649962    
16 May 2032 00:51:04.927    16 May 2032 08:59:19.806      29294.878167    
17 May 2032 00:47:10.020    17 May 2032 08:55:28.490      29298.470031    
18 May 2032 00:43:16.677    18 May 2032 08:51:33.957      29297.279796    
19 May 2032 00:39:24.750    19 May 2032 08:47:35.844      29291.093755    
20 May 2032 00:35:30.737    20 May 2032 08:43:36.608      29285.871154    
21 May 2032 00:31:33.763    21 May 2032 08:39:39.867      29286.104282    
22 May 2032 00:27:35.730    22 May 2032 08:35:43.886      29288.155735    
23 May 2032 00:23:38.896    23 May 2032 08:31:45.089      29286.192431    
24 May 2032 00:19:43.937    24 May 2032 08:27:42.524      29278.587694    
25 May 2032 00:15:47.639    25 May 2032 08:23:38.036      29270.396221    
26 May 2032 00:11:48.173    26 May 2032 08:19:35.606      29267.432898    
27 May 2032 00:07:47.142    27 May 2032 08:15:34.804      29267.661426    
28 May 2032 00:03:46.883    28 May 2032 08:11:31.726      29264.842720    
28 May 2032 23:59:48.724    29 May 2032 08:07:24.813      29256.089017    
29 May 2032 23:55:50.083    30 May 2032 08:03:15.309      29245.225818    
30 May 2032 23:51:48.240    31 May 2032 07:59:07.198      29238.957468    
31 May 2032 23:47:44.344    01 Jun 2032 07:55:01.425      29237.081403    
01 Jun 2032 23:43:40.748    02 Jun 2032 07:50:54.055      29233.307762    
02 Jun 2032 23:39:39.260    03 Jun 2032 07:46:42.910      29223.649381    
03 Jun 2032 23:35:38.151    04 Jun 2032 07:42:28.665      29210.513668    
04 Jun 2032 23:31:34.024    05 Jun 2032 07:38:15.038      29201.013890    
05 Jun 2032 23:27:27.401    06 Jun 2032 07:34:04.241      29196.839811    
06 Jun 2032 23:23:20.601    07 Jun 2032 07:29:52.645      29192.043955    
07 Jun 2032 23:19:15.763    08 Jun 2032 07:25:37.457      29181.693979    
08 Jun 2032 23:15:12.084    09 Jun 2032 07:21:18.809      29166.725242    
09 Jun 2032 23:11:05.810    10 Jun 2032 07:16:59.987      29154.177224    
10 Jun 2032 23:06:56.673    11 Jun 2032 07:12:44.228      29147.555126    
11 Jun 2032 23:02:46.886    12 Jun 2032 07:08:28.551      29141.665497    
12 Jun 2032 22:58:38.796    13 Jun 2032 07:04:09.591      29130.795500    
13 Jun 2032 22:54:32.488    14 Jun 2032 06:59:46.951      29114.463053    
14 Jun 2032 22:50:24.214    15 Jun 2032 06:55:23.393      29099.179338    
15 Jun 2032 22:46:12.812    16 Jun 2032 06:51:02.878      29090.066060    
16 Jun 2032 22:42:00.293    17 Jun 2032 06:46:43.354      29083.060226    
17 Jun 2032 22:37:49.129    18 Jun 2032 06:42:20.976      29071.846419    
18 Jun 2032 22:33:40.173    19 Jun 2032 06:37:54.815      29054.641638    
19 Jun 2032 22:29:30.043    20 Jun 2032 06:33:27.082      29037.038915    
20 Jun 2032 22:25:16.657    21 Jun 2032 06:29:02.136      29025.478928    
21 Jun 2032 22:21:01.710    22 Jun 2032 06:24:39.053      29017.342541    
22 Jun 2032 22:16:47.730    23 Jun 2032 06:20:13.652      29005.921715    
23 Jun 2032 22:12:36.185    24 Jun 2032 06:15:44.465      28988.279343    
24 Jun 2032 22:08:24.343    25 Jun 2032 06:11:13.146      28968.803363    
25 Jun 2032 22:04:09.286    26 Jun 2032 06:06:44.169      28954.882623    
26 Jun 2032 21:59:52.249    27 Jun 2032 06:02:17.829      28945.579343    
27 Jun 2032 21:55:35.759    28 Jun 2032 05:57:49.810      28934.050938    
28 Jun 2032 21:51:21.740    29 Jun 2032 05:53:18.103      28916.363194    
29 Jun 2032 21:47:08.295    30 Jun 2032 05:48:43.827      28895.532075    
30 Jun 2032 21:42:51.865    01 Jul 2032 05:44:11.328      28879.462484    
01 Jul 2032 21:38:33.081    02 Jul 2032 05:39:42.111      28869.030061    
02 Jul 2032 21:34:14.418    03 Jul 2032 05:35:11.961      28857.542871    
03 Jul 2032 21:29:58.122    04 Jul 2032 05:30:38.327      28840.204995    
04 Jul 2032 21:25:43.207    05 Jul 2032 05:26:01.806      28818.599604    
05 Jul 2032 21:21:25.755    06 Jul 2032 05:21:26.437      28800.681169    
06 Jul 2032 21:17:05.650    07 Jul 2032 05:16:54.820      28789.169394    
07 Jul 2032 21:12:45.253    08 Jul 2032 05:12:23.101      28777.848355    
08 Jul 2032 21:08:27.009    09 Jul 2032 05:07:48.204      28761.194759    
09 Jul 2032 21:04:10.818    10 Jul 2032 05:03:10.218      28739.400638    
10 Jul 2032 20:59:52.731    11 Jul 2032 04:58:32.742      28720.010293    
11 Jul 2032 20:55:31.783    12 Jul 2032 04:53:59.289      28707.506129    
12 Jul 2032 20:51:10.136    13 Jul 2032 04:49:26.626      28696.490328    
13 Jul 2032 20:46:50.348    14 Jul 2032 04:44:51.188      28680.839751    
14 Jul 2032 20:42:33.106    15 Jul 2032 04:40:12.564      28659.458021    
15 Jul 2032 20:38:14.766    16 Jul 2032 04:35:33.822      28639.056666    
16 Jul 2032 20:33:53.474    17 Jul 2032 04:30:59.153      28625.678580    
17 Jul 2032 20:29:31.096    18 Jul 2032 04:26:26.183      28615.087775    
18 Jul 2032 20:25:10.230    19 Jul 2032 04:21:50.930      28600.700514    
19 Jul 2032 20:20:52.209    20 Jul 2032 04:17:12.480      28580.270673    
20 Jul 2032 20:16:33.986    21 Jul 2032 04:12:33.321      28559.334112    
21 Jul 2032 20:12:12.873    22 Jul 2032 04:07:58.048      28545.175713    
22 Jul 2032 20:07:50.305    23 Jul 2032 04:03:25.355      28535.050646    
23 Jul 2032 20:03:28.864    24 Jul 2032 03:58:50.954      28522.090130    
24 Jul 2032 19:59:10.371    25 Jul 2032 03:54:13.425      28503.054296    
25 Jul 2032 19:54:52.585    26 Jul 2032 03:49:34.661      28482.075564    
26 Jul 2032 19:50:32.135    27 Jul 2032 03:44:59.393      28467.258254    
27 Jul 2032 19:46:09.890    28 Jul 2032 03:40:27.519      28457.629914    
28 Jul 2032 19:41:48.362    29 Jul 2032 03:35:54.616      28446.253956    
29 Jul 2032 19:37:29.717    30 Jul 2032 03:31:18.749      28429.032431    
30 Jul 2032 19:33:12.641    31 Jul 2032 03:26:41.215      28408.573693    
31 Jul 2032 19:28:53.332    01 Aug 2032 03:22:06.614      28393.282276    
01 Aug 2032 19:24:31.951    02 Aug 2032 03:17:36.099      28384.148194    
02 Aug 2032 19:20:10.881    03 Aug 2032 03:13:05.330      28374.448632    
03 Aug 2032 19:15:52.498    04 Aug 2032 03:08:31.851      28359.353393    
04 Aug 2032 19:11:36.420    05 Aug 2032 03:03:56.372      28339.951961    
05 Aug 2032 19:07:18.738    06 Aug 2032 02:59:23.134      28324.395758    
06 Aug 2032 19:02:58.781    07 Aug 2032 02:54:54.485      28315.704726    
07 Aug 2032 18:58:38.725    08 Aug 2032 02:50:26.448      28307.722632    
08 Aug 2032 18:54:21.051    09 Aug 2032 02:45:56.047      28294.995680    
09 Aug 2032 18:50:06.226    10 Aug 2032 02:41:23.415      28277.188825    
10 Aug 2032 18:45:50.595    11 Aug 2032 02:36:52.250      28261.655509    
11 Aug 2032 18:41:32.588    12 Aug 2032 02:32:25.926      28253.337893    
12 Aug 2032 18:37:14.077    13 Aug 2032 02:28:01.138      28247.060856    
13 Aug 2032 18:32:57.565    14 Aug 2032 02:23:34.421      28236.855148    
14 Aug 2032 18:28:44.224    15 Aug 2032 02:19:05.340      28221.116191    
15 Aug 2032 18:24:30.989    16 Aug 2032 02:14:36.923      28205.933714    
16 Aug 2032 18:20:15.421    17 Aug 2032 02:10:13.286      28197.864721    
17 Aug 2032 18:15:58.956    18 Aug 2032 02:05:52.127      28193.171010    
18 Aug 2032 18:11:44.054    19 Aug 2032 02:01:29.563      28185.508660    
19 Aug 2032 18:07:32.410    20 Aug 2032 01:57:04.597      28172.187567    
20 Aug 2032 18:03:21.810    21 Aug 2032 01:52:39.522      28157.712278    
21 Aug 2032 17:59:09.093    22 Aug 2032 01:48:18.844      28149.750449    
22 Aug 2032 17:54:55.101    23 Aug 2032 01:44:01.547      28146.446394    
23 Aug 2032 17:50:42.194    24 Aug 2032 01:39:43.485      28141.290744    
24 Aug 2032 17:46:32.418    25 Aug 2032 01:35:23.098      28130.679922    
25 Aug 2032 17:42:24.554    26 Aug 2032 01:31:01.931      28117.377376    
26 Aug 2032 17:38:15.006    27 Aug 2032 01:26:44.486      28109.479506    
27 Aug 2032 17:34:03.863    28 Aug 2032 01:22:31.208      28107.344767    
28 Aug 2032 17:29:53.326    29 Aug 2032 01:18:17.930      28104.603790    
29 Aug 2032 17:25:45.633    30 Aug 2032 01:14:02.515      28096.881918    
30 Aug 2032 17:21:40.562    31 Aug 2032 01:09:45.788      28085.226054    
31 Aug 2032 17:17:34.470    01 Sep 2032 01:05:31.881      28077.410679    
01 Sep 2032 17:13:26.547    02 Sep 2032 01:01:22.694      28076.146636    
02 Sep 2032 17:09:18.744    03 Sep 2032 00:57:14.393      28075.648887    
03 Sep 2032 17:05:13.374    04 Sep 2032 00:53:04.265      28070.891112    
04 Sep 2032 17:01:11.087    05 Sep 2032 00:48:52.451      28061.363727    
05 Sep 2032 16:57:08.624    06 Sep 2032 00:44:42.429      28053.804446    
06 Sep 2032 16:53:04.223    07 Sep 2032 00:40:37.332      28053.109404    
07 Sep 2032 16:48:59.462    08 Sep 2032 00:36:34.101      28054.639406    
08 Sep 2032 16:44:56.639    09 Sep 2032 00:32:29.475      28052.835693    
09 Sep 2032 16:40:57.080    10 Sep 2032 00:28:22.945      28045.864603    
10 Sep 2032 16:36:58.293    11 Sep 2032 00:24:17.171      28038.877321    
11 Sep 2032 16:32:57.648    12 Sep 2032 00:20:16.092      28038.444359    
12 Sep 2032 16:28:56.185    13 Sep 2032 00:16:17.876      28041.691356    
13 Sep 2032 16:24:56.121    14 Sep 2032 00:12:18.829      28042.708466    
14 Sep 2032 16:20:59.230    15 Sep 2032 00:08:17.810      28038.579913    
15 Sep 2032 16:17:04.032    16 Sep 2032 00:04:16.611      28032.579236    
16 Sep 2032 16:13:07.292    17 Sep 2032 00:00:19.436      28032.144752    
17 Sep 2032 16:09:09.315    17 Sep 2032 23:56:26.025      28036.710473    
18 Sep 2032 16:05:12.169    18 Sep 2032 23:52:32.503      28040.334066    
19 Sep 2032 16:01:17.877    19 Sep 2032 23:48:37.097      28039.220278    
20 Sep 2032 15:57:26.026    20 Sep 2032 23:44:40.772      28034.745686    
21 Sep 2032 15:53:33.213    21 Sep 2032 23:40:47.459      28034.246406    
22 Sep 2032 15:49:38.834    22 Sep 2032 23:36:58.566      28039.731198    
23 Sep 2032 15:45:44.724    23 Sep 2032 23:33:10.446      28045.722536    
24 Sep 2032 15:41:53.006    24 Sep 2032 23:29:20.694      28047.687784    
25 Sep 2032 15:38:04.214    25 Sep 2032 23:25:29.510      28045.296200    
26 Sep 2032 15:34:15.287    26 Sep 2032 23:21:40.152      28044.865695    
27 Sep 2032 15:30:24.622    27 Sep 2032 23:17:55.444      28050.821576    
28 Sep 2032 15:26:33.681    28 Sep 2032 23:14:12.528      28058.846725    
29 Sep 2032 15:22:44.581    29 Sep 2032 23:10:28.397      28063.816197    
30 Sep 2032 15:18:58.563    30 Sep 2032 23:06:42.555      28063.991715    
01 Oct 2032 15:15:13.364    01 Oct 2032 23:02:57.373      28064.009861    
02 Oct 2032 15:11:26.474    02 Oct 2032 22:59:16.534      28070.060502    
03 Oct 2032 15:07:38.793    03 Oct 2032 22:55:38.540      28079.746324    
04 Oct 2032 15:03:52.357    04 Oct 2032 22:51:59.929      28087.572047    
05 Oct 2032 15:00:08.854    05 Oct 2032 22:48:19.534      28090.679943    
06 Oct 2032 14:56:27.084    06 Oct 2032 22:44:38.809      28091.725393    
07 Oct 2032 14:52:43.960    07 Oct 2032 22:41:01.595      28097.634751    
08 Oct 2032 14:48:59.597    08 Oct 2032 22:37:28.123      28108.525901    
09 Oct 2032 14:45:15.872    09 Oct 2032 22:33:54.824      28118.951197    
10 Oct 2032 14:41:34.699    10 Oct 2032 22:30:19.851      28125.152376    
11 Oct 2032 14:37:55.957    11 Oct 2032 22:26:43.814      28127.857400    
12 Oct 2032 14:34:16.505    12 Oct 2032 22:23:10.098      28133.593326    
13 Oct 2032 14:30:35.481    13 Oct 2032 22:19:40.635      28145.153697    
14 Oct 2032 14:26:54.492    14 Oct 2032 22:16:12.312      28157.819734    
15 Oct 2032 14:23:15.519    15 Oct 2032 22:12:42.617      28167.097641    
16 Oct 2032 14:19:39.335    16 Oct 2032 22:09:11.405      28172.070460    
17 Oct 2032 14:16:03.318    17 Oct 2032 22:05:41.241      28177.922816    
18 Oct 2032 14:12:25.589    18 Oct 2032 22:02:15.263      28189.674565    
19 Oct 2032 14:08:47.317    19 Oct 2032 21:58:51.507      28204.190015    
20 Oct 2032 14:05:10.458    20 Oct 2032 21:55:26.889      28216.431285    
21 Oct 2032 14:01:36.395    21 Oct 2032 21:52:00.565      28224.170110    
22 Oct 2032 13:58:03.464    22 Oct 2032 21:48:34.167      28230.703025    
23 Oct 2032 13:54:28.978    23 Oct 2032 21:45:11.268      28242.290325    
24 Oct 2032 13:50:53.436    24 Oct 2032 21:41:51.593      28258.157161    
25 Oct 2032 13:47:18.686    25 Oct 2032 21:38:31.793      28273.106692    
26 Oct 2032 13:43:46.448    26 Oct 2032 21:35:10.330      28283.881888    
27 Oct 2032 13:40:16.166    27 Oct 2032 21:31:47.962      28291.796100    
28 Oct 2032 13:36:44.825    28 Oct 2032 21:28:27.955      28303.129773    
29 Oct 2032 13:33:12.014    29 Oct 2032 21:25:11.820      28319.806010    
30 Oct 2032 13:29:39.375    30 Oct 2032 21:21:56.518      28337.142975    
31 Oct 2032 13:26:08.765    31 Oct 2032 21:18:39.812      28351.046170    
01 Nov 2032 13:22:40.623    01 Nov 2032 21:15:21.686      28361.063377    
02 Nov 2032 13:19:12.224    02 Nov 2032 21:12:04.631      28372.406579    
03 Nov 2032 13:15:42.121    03 Nov 2032 21:08:51.478      28389.357176    
04 Nov 2032 13:12:11.594    04 Nov 2032 21:05:40.252      28408.657803    
05 Nov 2032 13:08:42.514    05 Nov 2032 21:02:28.096      28425.582033    
06 Nov 2032 13:05:16.032    06 Nov 2032 20:59:14.286      28438.253338    
07 Nov 2032 13:01:50.253    07 Nov 2032 20:56:00.389      28450.135808    
08 Nov 2032 12:58:22.810    08 Nov 2032 20:52:49.731      28466.921925    
09 Nov 2032 12:54:54.391    09 Nov 2032 20:49:42.019      28487.627578    
10 Nov 2032 12:51:26.796    10 Nov 2032 20:46:34.092      28507.295846    
11 Nov 2032 12:48:01.586    11 Nov 2032 20:43:24.517      28522.931454    
12 Nov 2032 12:44:37.955    12 Nov 2032 20:40:14.008      28536.052415    
13 Nov 2032 12:41:13.046    13 Nov 2032 20:37:05.587      28552.540872    
14 Nov 2032 12:37:46.696    14 Nov 2032 20:34:00.747      28574.050734    
15 Nov 2032 12:34:20.541    15 Nov 2032 20:30:56.654      28596.113128    
16 Nov 2032 12:30:56.332    16 Nov 2032 20:27:51.159      28614.827195    
17 Nov 2032 12:27:34.296    17 Nov 2032 20:24:44.217      28629.920279    
18 Nov 2032 12:24:11.720    18 Nov 2032 20:21:38.081      28646.360275    
19 Nov 2032 12:20:47.416    19 Nov 2032 20:18:35.497      28668.081709    
20 Nov 2032 12:17:22.706    20 Nov 2032 20:15:34.766      28692.059900    
21 Nov 2032 12:13:59.387    21 Nov 2032 20:12:33.121      28713.733480    
22 Nov 2032 12:10:38.455    22 Nov 2032 20:09:29.815      28731.359569    
23 Nov 2032 12:07:17.926    23 Nov 2032 20:06:26.214      28748.288612    
24 Nov 2032 12:03:55.645    24 Nov 2032 20:03:25.437      28769.791856    
25 Nov 2032 12:00:32.399    25 Nov 2032 20:00:27.510      28795.110198    
26 Nov 2032 11:57:09.939    26 Nov 2032 19:57:29.428      28819.488569    
27 Nov 2032 11:53:49.719    27 Nov 2032 19:54:29.726      28840.006656    
28 Nov 2032 11:50:30.808    28 Nov 2032 19:51:28.954      28858.145759    
29 Nov 2032 11:47:10.479    29 Nov 2032 19:48:29.828      28879.349022    
30 Nov 2032 11:43:48.709    30 Nov 2032 19:45:34.079      28905.369653    
01 Dec 2032 11:40:27.113    01 Dec 2032 19:42:39.177      28932.064909    
02 Dec 2032 11:37:07.362    02 Dec 2032 19:39:42.931      28955.569729    
03 Dec 2032 11:33:49.563    03 Dec 2032 19:36:45.166      28975.602554    
04 Dec 2032 11:30:31.041    04 Dec 2032 19:33:47.804      28996.763127    
05 Dec 2032 11:27:10.759    05 Dec 2032 19:30:53.610      29022.850545    
06 Dec 2032 11:23:50.053    06 Dec 2032 19:28:01.361      29051.308621    
07 Dec 2032 11:20:30.659    07 Dec 2032 19:25:08.298      29077.639035    
08 Dec 2032 11:17:13.471    08 Dec 2032 19:22:13.545      29100.073876    
09 Dec 2032 11:13:56.476    09 Dec 2032 19:19:18.186      29121.709639    
10 Dec 2032 11:10:37.656    10 Dec 2032 19:16:25.113      29147.456953    
11 Dec 2032 11:07:17.844    11 Dec 2032 19:13:34.876      29177.031677    
12 Dec 2032 11:03:58.752    12 Dec 2032 19:10:44.642      29205.889429    
13 Dec 2032 11:00:41.757    13 Dec 2032 19:07:52.803      29231.046262    
14 Dec 2032 10:57:25.865    14 Dec 2032 19:04:59.688      29253.823679    
15 Dec 2032 10:54:08.443    15 Dec 2032 19:02:07.652      29279.209302    
16 Dec 2032 10:50:49.548    16 Dec 2032 18:59:18.757      29309.209714    
17 Dec 2032 10:47:30.777    17 Dec 2032 18:56:30.917      29340.139533    
18 Dec 2032 10:44:13.745    18 Dec 2032 18:53:41.810      29368.065064    
19 Dec 2032 10:40:58.484    19 Dec 2032 18:50:51.074      29392.590464    
20 Dec 2032 10:37:42.356    20 Dec 2032 18:48:00.271      29417.914354    
21 Dec 2032 10:34:24.424    21 Dec 2032 18:45:12.164      29447.740222    
22 Dec 2032 10:31:06.031    22 Dec 2032 18:42:26.183      29480.152638    
23 Dec 2032 10:27:48.872    23 Dec 2032 18:39:39.561      29510.688180    
24 Dec 2032 10:24:33.775    24 Dec 2032 18:36:51.226      29537.451092    
25 Dec 2032 10:21:18.715    25 Dec 2032 18:34:01.962      29563.247868    
26 Dec 2032 10:18:01.769    26 Dec 2032 18:31:14.384      29592.614085    
27 Dec 2032 10:14:43.809    27 Dec 2032 18:28:29.638      29625.829457    
28 Dec 2032 10:11:26.520    28 Dec 2032 18:25:45.161      29658.641199    
29 Dec 2032 10:08:11.222    29 Dec 2032 18:22:59.131      29687.909855    
30 Dec 2032 10:04:56.874    30 Dec 2032 18:20:11.633      29714.759120    
31 Dec 2032 10:01:40.910    31 Dec 2032 18:17:24.631      29743.720870    
01 Jan 2033 09:58:23.447    01 Jan 2033 18:14:40.470      29777.023041    
02 Jan 2033 09:55:06.077    02 Jan 2033 18:11:57.656      29811.579197    
03 Jan 2033 09:51:50.367    03 Jan 2033 18:09:13.708      29843.340866    
04 Jan 2033 09:48:36.285    04 Jan 2033 18:06:28.029      29871.744354    
05 Jan 2033 09:45:21.215    05 Jan 2033 18:03:41.822      29900.607745    
06 Jan 2033 09:42:04.297    06 Jan 2033 18:00:57.753      29933.455598    
07 Jan 2033 09:38:46.889    07 Jan 2033 17:58:15.981      29969.091678    
08 Jan 2033 09:35:30.660    08 Jan 2033 17:55:33.798      30003.138057    
09 Jan 2033 09:32:16.371    09 Jan 2033 17:52:49.879      30033.507776    
10 Jan 2033 09:29:01.973    10 Jan 2033 17:50:04.716      30062.743264    
11 Jan 2033 09:25:45.624    11 Jan 2033 17:47:20.589      30094.964881    
12 Jan 2033 09:22:28.238    12 Jan 2033 17:44:39.193      30130.954222    
13 Jan 2033 09:19:11.491    13 Jan 2033 17:41:58.377      30166.885642    
14 Jan 2033 09:15:56.650    14 Jan 2033 17:39:16.071      30199.420833    
15 Jan 2033 09:12:42.610    15 Jan 2033 17:36:32.108      30229.497954    
16 Jan 2033 09:09:26.858    16 Jan 2033 17:33:48.080      30261.221644    
17 Jan 2033 09:06:09.584    17 Jan 2033 17:31:06.479      30296.895105    
18 Jan 2033 09:02:52.387    18 Jan 2033 17:28:26.526      30334.139428    
19 Jan 2033 08:59:36.801    19 Jan 2033 17:25:45.621      30368.820064    
20 Jan 2033 08:56:22.715    20 Jan 2033 17:23:02.908      30400.192367    
21 Jan 2033 08:53:07.513    21 Jan 2033 17:20:19.267      30431.754012    
22 Jan 2033 08:49:50.434    22 Jan 2033 17:17:37.167      30466.732622    
23 Jan 2033 08:46:32.869    23 Jan 2033 17:14:57.477      30504.608341    
24 Jan 2033 08:43:16.470    24 Jan 2033 17:12:17.676      30541.206921    
25 Jan 2033 08:40:01.924    25 Jan 2033 17:09:36.152      30574.228437    
26 Jan 2033 08:36:47.120    26 Jan 2033 17:06:53.132      30606.012080    
27 Jan 2033 08:33:30.311    27 Jan 2033 17:04:10.549      30640.238454    
28 Jan 2033 08:30:12.473    28 Jan 2033 17:01:30.487      30678.013809    
29 Jan 2033 08:26:55.285    29 Jan 2033 16:58:51.356      30716.070503    
