Target: JupiterExpress_Finite

Observer: Montegancedo
Start Time (UTC)            Stop Time (UTC)               Duration (s)         
17 Jun 2032 22:37:53.094    18 Jun 2032 06:42:19.770      29066.675928    
18 Jun 2032 22:33:39.080    19 Jun 2032 06:37:54.912      29055.832346    
19 Jun 2032 22:29:27.352    20 Jun 2032 06:33:27.322      29039.970508    
20 Jun 2032 22:25:17.742    21 Jun 2032 06:29:05.458      29027.716012    
21 Jun 2032 22:21:02.307    22 Jun 2032 06:24:38.369      29016.061419    
22 Jun 2032 22:16:49.290    23 Jun 2032 06:20:08.764      28999.473606    
23 Jun 2032 22:12:38.366    24 Jun 2032 06:15:44.914      28986.548106    
24 Jun 2032 22:08:21.597    25 Jun 2032 06:11:15.744      28974.147089    
25 Jun 2032 22:04:07.383    26 Jun 2032 06:06:44.293      28956.910739    
26 Jun 2032 21:59:55.226    27 Jun 2032 06:02:18.616      28943.390538    
27 Jun 2032 21:55:37.203    28 Jun 2032 05:57:47.531      28930.327433    
28 Jun 2032 21:51:21.879    29 Jun 2032 05:53:14.425      28912.545974    
29 Jun 2032 21:47:08.569    30 Jun 2032 05:48:47.101      28898.532076    
30 Jun 2032 21:42:49.382    01 Jul 2032 05:44:14.294      28884.912004    
01 Jul 2032 21:38:33.049    02 Jul 2032 05:39:39.748      28866.699282    
02 Jul 2032 21:34:18.688    03 Jul 2032 05:35:10.981      28852.292206    
03 Jul 2032 21:29:58.450    04 Jul 2032 05:30:36.666      28838.215647    
04 Jul 2032 21:25:41.233    05 Jul 2032 05:26:00.911      28819.678474    
05 Jul 2032 21:21:25.944    06 Jul 2032 05:21:30.917      28804.972833    
06 Jul 2032 21:17:04.787    07 Jul 2032 05:16:55.328      28790.540624    
07 Jul 2032 21:12:46.823    08 Jul 2032 05:12:18.613      28771.789970    
08 Jul 2032 21:08:30.740    09 Jul 2032 05:07:47.628      28756.887549    
09 Jul 2032 21:04:08.804    10 Jul 2032 05:03:11.015      28742.211550    
10 Jul 2032 20:59:50.236    11 Jul 2032 04:58:33.604      28723.368435    
11 Jul 2032 20:55:33.498    12 Jul 2032 04:54:01.878      28708.379262    
12 Jul 2032 20:51:10.929    13 Jul 2032 04:49:24.507      28693.578411    
13 Jul 2032 20:46:51.905    14 Jul 2032 04:44:46.671      28674.766242    
14 Jul 2032 20:42:34.660    15 Jul 2032 04:40:14.459      28659.799444    
15 Jul 2032 20:38:11.611    16 Jul 2032 04:35:36.601      28644.989573    
16 Jul 2032 20:33:52.286    17 Jul 2032 04:30:58.610      28626.323983    
17 Jul 2032 20:29:34.686    18 Jul 2032 04:26:26.165      28611.478542    
18 Jul 2032 20:25:11.320    19 Jul 2032 04:21:48.083      28596.763228    
19 Jul 2032 20:20:51.853    20 Jul 2032 04:17:10.197      28578.343376    
20 Jul 2032 20:16:34.059    21 Jul 2032 04:12:37.760      28563.700861    
21 Jul 2032 20:12:10.540    22 Jul 2032 04:07:59.707      28549.166825    
22 Jul 2032 20:07:51.089    23 Jul 2032 04:03:22.167      28531.077162    
23 Jul 2032 20:03:33.255    24 Jul 2032 03:58:49.968      28516.713167    
24 Jul 2032 19:59:09.739    25 Jul 2032 03:54:12.190      28502.451437    
25 Jul 2032 19:54:50.447    26 Jul 2032 03:49:35.236      28484.788772    
26 Jul 2032 19:50:32.715    27 Jul 2032 03:45:03.513      28470.797209    
27 Jul 2032 19:46:09.350    28 Jul 2032 03:40:26.264      28456.913940    
28 Jul 2032 19:41:50.364    29 Jul 2032 03:35:50.143      28439.779094    
29 Jul 2032 19:37:32.889    30 Jul 2032 03:31:19.137      28426.247596    
30 Jul 2032 19:33:09.841    31 Jul 2032 03:26:42.674      28412.832869    
31 Jul 2032 19:28:51.320    01 Aug 2032 03:22:07.626      28396.305825    
01 Aug 2032 19:24:34.273    02 Aug 2032 03:17:37.578      28383.305240    
02 Aug 2032 19:20:11.715    03 Aug 2032 03:13:02.153      28370.437121    
03 Aug 2032 19:15:53.825    04 Aug 2032 03:08:28.415      28354.590549    
04 Aug 2032 19:11:37.372    05 Aug 2032 03:03:59.563      28342.190525    
05 Aug 2032 19:07:15.476    06 Aug 2032 02:59:25.424      28329.947539    
06 Aug 2032 19:02:58.372    07 Aug 2032 02:54:53.226      28314.854343    
07 Aug 2032 18:58:42.677    08 Aug 2032 02:50:25.803      28303.125699    
08 Aug 2032 18:54:21.605    09 Aug 2032 02:45:53.190      28291.584625    
09 Aug 2032 18:50:05.435    10 Aug 2032 02:41:22.747      28277.312440    
10 Aug 2032 18:45:50.654    11 Aug 2032 02:36:56.973      28266.319426    
11 Aug 2032 18:41:30.563    12 Aug 2032 02:32:26.110      28255.546519    
12 Aug 2032 18:37:15.469    13 Aug 2032 02:27:57.618      28242.149176    
13 Aug 2032 18:33:01.751    14 Aug 2032 02:23:33.692      28231.941309    
14 Aug 2032 18:28:42.792    15 Aug 2032 02:19:04.777      28221.984958    
15 Aug 2032 18:24:28.906    16 Aug 2032 02:14:38.403      28209.496621    
16 Aug 2032 18:20:16.395    17 Aug 2032 02:10:16.499      28200.104241    
17 Aug 2032 18:15:58.707    18 Aug 2032 02:05:49.700      28190.993101    
18 Aug 2032 18:11:46.150    19 Aug 2032 02:01:25.581      28179.430689    
19 Aug 2032 18:07:34.972    20 Aug 2032 01:57:05.845      28170.873167    
20 Aug 2032 18:03:18.675    21 Aug 2032 01:52:41.307      28162.632242    
21 Aug 2032 17:59:07.544    22 Aug 2032 01:48:19.563      28152.018847    
22 Aug 2032 17:54:57.800    23 Aug 2032 01:44:02.131      28144.330078    
23 Aug 2032 17:50:42.992    24 Aug 2032 01:39:39.992      28136.999986    
24 Aug 2032 17:46:33.367    25 Aug 2032 01:35:20.736      28127.368790    
25 Aug 2032 17:42:25.157    26 Aug 2032 01:31:05.739      28120.582011    
26 Aug 2032 17:38:11.939    27 Aug 2032 01:26:46.129      28114.189769    
27 Aug 2032 17:34:03.910    28 Aug 2032 01:22:29.463      28105.553212    
28 Aug 2032 17:29:57.338    29 Aug 2032 01:18:17.020      28099.681291    
29 Aug 2032 17:25:45.814    30 Aug 2032 01:14:00.053      28094.238916    
30 Aug 2032 17:21:39.465    31 Aug 2032 01:09:46.068      28086.603094    
31 Aug 2032 17:17:34.626    01 Sep 2032 01:05:36.285      28081.659389    
01 Sep 2032 17:13:24.885    02 Sep 2032 01:01:22.067      28077.182439    
02 Sep 2032 17:09:20.284    03 Sep 2032 00:57:10.842      28070.558327    
03 Sep 2032 17:05:17.257    04 Sep 2032 00:53:03.818      28066.560313    
04 Sep 2032 17:01:09.373    05 Sep 2032 00:48:52.440      28063.066433    
05 Sep 2032 16:57:06.574    06 Sep 2032 00:44:44.040      28057.465300    
06 Sep 2032 16:53:05.426    07 Sep 2032 00:40:39.854      28054.428122    
07 Sep 2032 16:48:59.461    08 Sep 2032 00:36:31.391      28051.929644    
08 Sep 2032 16:44:58.506    09 Sep 2032 00:32:25.861      28047.355368    
09 Sep 2032 16:40:59.289    10 Sep 2032 00:28:24.574      28045.284273    
10 Sep 2032 16:36:55.294    11 Sep 2032 00:24:19.076      28043.781506    
11 Sep 2032 16:32:56.214    12 Sep 2032 00:20:16.439      28040.225119    
12 Sep 2032 16:28:58.972    13 Sep 2032 00:16:18.084      28039.111765    
13 Sep 2032 16:24:56.985    14 Sep 2032 00:12:15.577      28038.592268    
14 Sep 2032 16:20:59.797    15 Sep 2032 00:08:15.832      28036.035028    
15 Sep 2032 16:17:04.555    16 Sep 2032 00:04:20.420      28035.864883    
16 Sep 2032 16:13:04.596    17 Sep 2032 00:00:20.912      28036.316159    
17 Sep 2032 16:09:09.295    17 Sep 2032 23:56:24.042      28034.747192    
18 Sep 2032 16:05:16.054    18 Sep 2032 23:52:31.575      28035.520063    
19 Sep 2032 16:01:18.121    19 Sep 2032 23:48:35.069      28036.948361    
20 Sep 2032 15:57:24.686    20 Sep 2032 23:44:41.060      28036.374571    
21 Sep 2032 15:53:33.439    21 Sep 2032 23:40:51.539      28038.099790    
22 Sep 2032 15:49:37.528    22 Sep 2032 23:36:58.038      28040.509751    
23 Sep 2032 15:45:45.945    23 Sep 2032 23:33:06.871      28040.926140    
24 Sep 2032 15:41:56.693    24 Sep 2032 23:29:20.288      28043.595303    
25 Sep 2032 15:38:02.810    25 Sep 2032 23:25:29.787      28046.976634    
26 Sep 2032 15:34:13.066    26 Sep 2032 23:21:41.438      28048.371538    
27 Sep 2032 15:30:25.804    27 Sep 2032 23:17:57.782      28051.977666    
28 Sep 2032 15:26:33.945    28 Sep 2032 23:14:10.274      28056.328607    
29 Sep 2032 15:22:46.016    29 Sep 2032 23:10:24.718      28058.701628    
30 Sep 2032 15:19:00.727    30 Sep 2032 23:06:43.974      28063.246992    
01 Oct 2032 15:15:10.874    01 Oct 2032 23:02:59.448      28068.573356    
02 Oct 2032 15:11:24.727    02 Oct 2032 22:59:16.656      28071.929194    
03 Oct 2032 15:07:41.382    03 Oct 2032 22:55:38.799      28077.417320    
04 Oct 2032 15:03:53.512    04 Oct 2032 22:51:57.237      28083.724519    
05 Oct 2032 15:00:09.106    05 Oct 2032 22:48:17.172      28088.065174    
06 Oct 2032 14:56:27.670    06 Oct 2032 22:44:42.163      28094.493046    
07 Oct 2032 14:52:41.754    07 Oct 2032 22:41:03.533      28101.778716    
08 Oct 2032 14:48:59.046    08 Oct 2032 22:37:26.143      28107.096906    
09 Oct 2032 14:45:19.478    09 Oct 2032 22:33:53.928      28114.449784    
10 Oct 2032 14:41:35.480    10 Oct 2032 22:30:18.182      28122.701514    
11 Oct 2032 14:37:54.419    11 Oct 2032 22:26:43.401      28128.982490    
12 Oct 2032 14:34:16.669    12 Oct 2032 22:23:13.909      28137.240303    
13 Oct 2032 14:30:34.543    13 Oct 2032 22:19:40.990      28146.446906    
14 Oct 2032 14:26:55.065    14 Oct 2032 22:16:08.748      28153.683568    
15 Oct 2032 14:23:19.066    15 Oct 2032 22:12:41.904      28162.837761    
16 Oct 2032 14:19:38.749    16 Oct 2032 22:09:11.754      28173.004938    
17 Oct 2032 14:16:00.782    17 Oct 2032 22:05:41.989      28181.207804    
18 Oct 2032 14:12:26.460    18 Oct 2032 22:02:17.721      28191.261369    
19 Oct 2032 14:08:47.891    19 Oct 2032 21:58:50.291      28202.399540    
20 Oct 2032 14:05:11.369    20 Oct 2032 21:55:22.943      28211.574258    
21 Oct 2032 14:01:38.662    21 Oct 2032 21:52:01.177      28222.515693    
22 Oct 2032 13:58:01.793    22 Oct 2032 21:48:36.413      28234.619932    
23 Oct 2032 13:54:26.664    23 Oct 2032 21:45:11.425      28244.761060    
24 Oct 2032 13:50:55.513    24 Oct 2032 21:41:52.086      28256.573810    
25 Oct 2032 13:47:20.295    25 Oct 2032 21:38:29.940      28269.644092    
26 Oct 2032 13:43:46.502    26 Oct 2032 21:35:07.259      28280.757208    
27 Oct 2032 13:40:16.840    27 Oct 2032 21:31:50.275      28293.435305    
28 Oct 2032 13:36:43.217    28 Oct 2032 21:28:30.699      28307.481729    
29 Oct 2032 13:33:10.699    29 Oct 2032 21:25:10.278      28319.579452    
30 Oct 2032 13:29:42.455    30 Oct 2032 21:21:55.574      28333.118640    
31 Oct 2032 13:26:10.366    31 Oct 2032 21:18:38.517      28348.151275    
01 Nov 2032 13:22:39.062    01 Nov 2032 21:15:20.306      28361.244094    
02 Nov 2032 13:19:12.164    02 Nov 2032 21:12:07.798      28375.634152    
03 Nov 2032 13:15:41.549    03 Nov 2032 21:08:53.204      28391.655788    
04 Nov 2032 13:12:11.400    04 Nov 2032 21:05:37.145      28405.745094    
05 Nov 2032 13:08:45.774    05 Nov 2032 21:02:26.738      28420.963700    
06 Nov 2032 13:05:16.573    06 Nov 2032 20:59:14.538      28437.965039    
07 Nov 2032 13:01:47.520    07 Nov 2032 20:56:00.562      28453.041916    
08 Nov 2032 12:58:23.091    08 Nov 2032 20:52:52.150      28469.058936    
09 Nov 2032 12:54:55.235    09 Nov 2032 20:49:42.264      28487.028200    
10 Nov 2032 12:51:27.215    10 Nov 2032 20:46:30.303      28503.087990    
11 Nov 2032 12:48:03.895    11 Nov 2032 20:43:23.778      28519.882942    
12 Nov 2032 12:44:37.308    12 Nov 2032 20:40:16.129      28538.821625    
13 Nov 2032 12:41:10.247    13 Nov 2032 20:37:06.121      28555.874511    
14 Nov 2032 12:37:47.945    14 Nov 2032 20:34:01.384      28573.439072    
15 Nov 2032 12:34:22.549    15 Nov 2032 20:30:55.903      28593.353613    
16 Nov 2032 12:30:56.385    16 Nov 2032 20:27:47.792      28611.407296    
17 Nov 2032 12:27:35.021    17 Nov 2032 20:24:44.745      28629.723869    
18 Nov 2032 12:24:10.755    18 Nov 2032 20:21:41.360      28650.605451    
19 Nov 2032 12:20:45.439    19 Nov 2032 20:18:35.092      28669.653642    
20 Nov 2032 12:17:24.945    20 Nov 2032 20:15:33.642      28688.696630    
21 Nov 2032 12:14:01.749    21 Nov 2032 20:12:32.283      28710.533208    
22 Nov 2032 12:10:37.235    22 Nov 2032 20:09:27.809      28730.574534    
23 Nov 2032 12:07:17.539    23 Nov 2032 20:06:27.868      28750.329398    
24 Nov 2032 12:03:55.352    24 Nov 2032 20:03:28.469      28773.117631    
25 Nov 2032 12:00:31.589    25 Nov 2032 20:00:25.748      28794.158725    
26 Nov 2032 11:57:12.617    26 Nov 2032 19:57:27.234      28814.617536    
27 Nov 2032 11:53:51.374    27 Nov 2032 19:54:29.727      28838.352813    
28 Nov 2032 11:50:28.316    28 Nov 2032 19:51:28.714      28860.397558    
29 Nov 2032 11:47:09.995    29 Nov 2032 19:48:31.545      28881.550008    
30 Nov 2032 11:43:49.636    30 Nov 2032 19:45:35.854      28906.218517    
01 Dec 2032 11:40:27.237    01 Dec 2032 19:42:36.498      28929.261671    
02 Dec 2032 11:37:09.498    02 Dec 2032 19:39:40.588      28951.089527    
03 Dec 2032 11:33:49.962    03 Dec 2032 19:36:46.625      28976.662148    
04 Dec 2032 11:30:28.180    04 Dec 2032 19:33:48.866      29000.685108    
05 Dec 2032 11:27:10.958    05 Dec 2032 19:30:54.120      29023.162074    
06 Dec 2032 11:23:52.183    06 Dec 2032 19:28:01.783      29049.599386    
07 Dec 2032 11:20:30.971    07 Dec 2032 19:25:05.554      29074.582348    
08 Dec 2032 11:17:14.190    08 Dec 2032 19:22:11.882      29097.691869    
09 Dec 2032 11:13:56.106    09 Dec 2032 19:19:21.069      29124.962927    
10 Dec 2032 11:10:35.409    10 Dec 2032 19:16:26.309      29150.900150    
11 Dec 2032 11:07:18.991    11 Dec 2032 19:13:33.633      29174.642182    
12 Dec 2032 11:04:01.526    12 Dec 2032 19:10:44.246      29202.719972    
13 Dec 2032 11:00:41.294    13 Dec 2032 19:07:50.899      29229.605324    
14 Dec 2032 10:57:25.175    14 Dec 2032 19:04:59.151      29253.976176    
15 Dec 2032 10:54:08.270    15 Dec 2032 19:02:11.088      29282.817924    
16 Dec 2032 10:50:48.468    16 Dec 2032 18:59:19.099      29310.631611    
17 Dec 2032 10:47:32.593    17 Dec 2032 18:56:28.213      29335.620489    
18 Dec 2032 10:44:16.199    18 Dec 2032 18:53:41.374      29365.174550    
19 Dec 2032 10:40:56.793    19 Dec 2032 18:50:50.690      29393.897144    
20 Dec 2032 10:37:41.111    20 Dec 2032 18:48:00.614      29419.502429    
21 Dec 2032 10:34:25.176    21 Dec 2032 18:45:14.898      29449.722731    
22 Dec 2032 10:31:06.130    22 Dec 2032 18:42:25.474      29479.343388    
23 Dec 2032 10:27:50.590    23 Dec 2032 18:39:36.163      29505.573297    
24 Dec 2032 10:24:35.058    24 Dec 2032 18:36:51.473      29536.414705    
25 Dec 2032 10:21:16.337    25 Dec 2032 18:34:03.259      29566.922116    
26 Dec 2032 10:18:00.888    26 Dec 2032 18:31:14.672      29593.784087    
27 Dec 2032 10:14:45.710    27 Dec 2032 18:28:30.904      29625.193955    
28 Dec 2032 10:11:27.279    28 Dec 2032 18:25:43.848      29656.569016    
29 Dec 2032 10:08:11.877    29 Dec 2032 18:22:55.941      29684.063454    
30 Dec 2032 10:04:57.003    30 Dec 2032 18:20:12.981      29715.977389    
31 Dec 2032 10:01:38.832    31 Dec 2032 18:17:27.020      29748.188255    
01 Jan 2033 09:58:23.436    01 Jan 2033 18:14:39.741      29776.304267    
02 Jan 2033 09:55:08.819    02 Jan 2033 18:11:57.466      29808.646662    
03 Jan 2033 09:51:50.872    03 Jan 2033 18:09:12.526      29841.654028    
04 Jan 2033 09:48:35.439    04 Jan 2033 18:06:25.820      29870.381611    
05 Jan 2033 09:45:21.022    05 Jan 2033 18:03:44.108      29903.085445    
06 Jan 2033 09:42:03.255    06 Jan 2033 18:01:00.117      29936.862495    
07 Jan 2033 09:38:47.732    07 Jan 2033 17:58:13.939      29966.206835    
08 Jan 2033 09:35:33.456    08 Jan 2033 17:55:32.675      29999.218478    
09 Jan 2033 09:32:15.826    09 Jan 2033 17:52:49.567      30033.741310    
10 Jan 2033 09:29:00.172    10 Jan 2033 17:50:03.875      30063.703079    
11 Jan 2033 09:25:45.990    11 Jan 2033 17:47:22.952      30096.961344    
12 Jan 2033 09:22:28.466    12 Jan 2033 17:44:40.658      30132.191674    
13 Jan 2033 09:19:12.653    13 Jan 2033 17:41:55.413      30162.759542    
14 Jan 2033 09:15:58.526    14 Jan 2033 17:39:14.726      30196.199982    
15 Jan 2033 09:12:41.082    15 Jan 2033 17:36:33.178      30232.095891    
16 Jan 2033 09:09:25.085    16 Jan 2033 17:33:48.345      30263.260644    
17 Jan 2033 09:06:10.973    17 Jan 2033 17:31:07.803      30296.829830    
18 Jan 2033 09:02:53.581    18 Jan 2033 17:28:26.936      30333.354972    
19 Jan 2033 08:59:37.372    19 Jan 2033 17:25:42.486      30365.113511    
20 Jan 2033 08:56:23.235    20 Jan 2033 17:23:02.003      30398.768595    
21 Jan 2033 08:53:05.865    21 Jan 2033 17:20:21.752      30435.886427    
22 Jan 2033 08:49:49.420    22 Jan 2033 17:17:37.653      30468.233573    
23 Jan 2033 08:46:35.218    23 Jan 2033 17:14:57.152      30501.933899    
24 Jan 2033 08:43:17.842    24 Jan 2033 17:12:17.441      30539.599069    
25 Jan 2033 08:40:01.138    25 Jan 2033 17:09:33.659      30572.520724    
26 Jan 2033 08:36:46.836    26 Jan 2033 17:06:53.059      30606.222993    
27 Jan 2033 08:33:29.429    27 Jan 2033 17:04:13.806      30644.376845    
28 Jan 2033 08:30:12.448    28 Jan 2033 17:01:30.294      30677.846407    
29 Jan 2033 08:26:58.010    29 Jan 2033 16:58:49.513      30711.502386    
30 Jan 2033 08:23:40.546    30 Jan 2033 16:56:10.619      30750.073027    
31 Jan 2033 08:20:23.267    31 Jan 2033 16:53:27.324      30784.056697    
01 Feb 2033 08:17:08.654    01 Feb 2033 16:50:46.280      30817.625317    
02 Feb 2033 08:13:51.096    02 Feb 2033 16:48:07.642      30856.545700    
03 Feb 2033 08:10:33.489    03 Feb 2033 16:45:24.511      30891.022261    
04 Feb 2033 08:07:18.653    04 Feb 2033 16:42:43.136      30924.483699    
05 Feb 2033 08:04:00.961    05 Feb 2033 16:40:04.655      30963.694106    
06 Feb 2033 08:00:43.000    06 Feb 2033 16:37:21.643      30998.643038    
07 Feb 2033 07:57:27.902    07 Feb 2033 16:34:39.878      31031.976533    
08 Feb 2033 07:54:10.050    08 Feb 2033 16:32:01.453      31071.402495    
09 Feb 2033 07:50:51.720    09 Feb 2033 16:29:18.510      31106.789818    
10 Feb 2033 07:47:36.332    10 Feb 2033 16:26:36.303      31139.971232    
11 Feb 2033 07:44:18.300    11 Feb 2033 16:23:57.833      31179.532948    
12 Feb 2033 07:40:59.590    12 Feb 2033 16:21:14.915      31215.325544    
13 Feb 2033 07:37:43.883    13 Feb 2033 16:18:32.224      31248.340674    
14 Feb 2033 07:34:25.647    14 Feb 2033 16:15:53.611      31287.964060    
15 Feb 2033 07:31:06.543    15 Feb 2033 16:13:10.679      31324.135127    
16 Feb 2033 07:27:50.490    16 Feb 2033 16:10:27.469      31356.979614    
17 Feb 2033 07:24:32.025    17 Feb 2033 16:07:48.619      31396.594027    
18 Feb 2033 07:21:12.514    18 Feb 2033 16:05:05.632      31433.117318    
19 Feb 2033 07:17:56.084    19 Feb 2033 16:02:21.873      31465.788488    
20 Feb 2033 07:14:37.368    20 Feb 2033 15:59:42.688      31505.319809    
21 Feb 2033 07:11:17.438    21 Feb 2033 15:56:59.600      31542.162287    
22 Feb 2033 07:08:00.606    22 Feb 2033 15:54:15.258      31574.652059    
23 Feb 2033 07:04:41.617    23 Feb 2033 15:51:35.635      31614.018605    
24 Feb 2033 07:01:21.255    24 Feb 2033 15:48:52.392      31651.136755    
25 Feb 2033 06:58:03.998    25 Feb 2033 15:46:07.426      31683.428548    
26 Feb 2033 06:54:44.714    26 Feb 2033 15:43:27.255      31722.541088    
27 Feb 2033 06:51:23.910    27 Feb 2033 15:40:43.793      31759.882499    
28 Feb 2033 06:48:06.199    28 Feb 2033 15:37:58.155      31791.956275    
01 Mar 2033 06:44:46.593    01 Mar 2033 15:35:17.323      31830.729863    
